Region,Total_Sales,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Product ID,Category,Sub-Category,Product Name,Total_Discount,Dates,Total_profit
West,292.992,US-2017-112347,6/12/2017,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,25.6368,12-2-2017,268.576
West,2920.8,CA-2014-124702,11/25/2014,Standard Class,MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",0,18-11-2014,3015.726
West,2927.52,CA-2016-107328,8/15/2016,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,0,8-8-2016,3064.1376
West,293.02,CA-2017-166128,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",0,4-11-2017,307.2524
West,293.02,CA-2017-166926,8/12/2017,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,0,12-1-2017,311.857
West,293.12,CA-2015-121272,4/4/2015,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Seattle,Washington,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,0,29-3-2015,314.3712
West,2939.608,CA-2017-102820,11/5/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Pasadena,California,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,83.9888,5-7-2017,2992.101
West,294.368,US-2017-125717,1/10/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",29.4368,28-9-2017,264.9312
West,294.984,US-2016-141880,8/23/2016,First Class,TC-21475,Tony Chapman,Home Office,United States,Fort Collins,Colorado,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,19.6656,22-8-2016,304.8168
West,295.056,CA-2015-131072,5/11/2015,Same Day,KL-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",19.6704,11-5-2015,330.7086
West,295.056,CA-2015-142419,7/13/2015,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",19.6704,7-11-2015,329.4792
West,296.96,CA-2017-123491,5/11/2017,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,29.696,30-10-2017,313.664
West,2969.91,CA-2015-158491,9/6/2015,Second Class,BP-11155,Becky Pak,Consumer,United States,Los Angeles,California,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,0,6-4-2015,3365.898
West,2975,CA-2016-103464,11/22/2016,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Diego,California,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,0,18-11-2016,3070.2
West,2975,CA-2017-168655,10/18/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,0,10-12-2017,3070.2
West,298.17,CA-2016-105963,11/22/2016,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,0,15-11-2016,338.9199
West,299.61,CA-2017-100825,9/14/2017,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,0,9-9-2017,323.5788
West,299.61,US-2017-143175,6/8/2017,Second Class,GA-14515,George Ashbrook,Consumer,United States,Los Angeles,California,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,0,8-3-2017,323.5788
West,299.99,CA-2017-152310,8/19/2017,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Seattle,Washington,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,0,8-12-2017,389.987
West,2995.332,US-2017-109316,10/6/2017,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",224.6499,6-8-2017,3136.2888
West,2995.825,US-2016-108497,6/14/2016,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",89.87475,14-6-2016,3031.07
West,2999.925,CA-2017-159282,10/21/2017,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Yuma,Arizona,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,419.9895,16-10-2017,2519.937
West,3.08,CA-2015-101707,1/9/2015,Standard Class,PF-19165,Philip Fox,Consumer,United States,San Diego,California,OFF-LA-10000134,Office Supplies,Labels,Avery 511,0,27-8-2015,4.5584
West,3.15,CA-2016-160941,7/26/2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,0,21-7-2016,4.662
West,3.15,CA-2016-166163,8/20/2016,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,OFF-LA-10000452,Office Supplies,Labels,Avery 488,0,15-8-2016,4.662
West,3.304,CA-2015-163895,11/8/2015,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",0.6608,8-7-2015,4.4191
West,3.38,CA-2014-157623,3/18/2014,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,0,14-3-2014,4.6306
West,3.392,CA-2014-163419,11/14/2014,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",0.6784,11-11-2014,4.1976
West,3.408,CA-2015-107741,10/3/2015,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",0.6816,3-8-2015,4.3026
West,3.592,CA-2015-142692,10/28/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,0.7184,23-10-2015,4.7145
West,3.75,US-2017-146416,10/22/2017,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,OFF-LA-10003714,Office Supplies,Labels,Avery 510,0,20-10-2017,5.55
West,3.856,CA-2017-162880,12/29/2017,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Everett,Washington,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,0.7712,25-12-2017,5.2538
West,3.876,CA-2015-149636,12/1/2015,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.3566,1-6-2015,2.5194
West,3.89,CA-2017-147452,3/10/2017,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",0,30-9-2017,4.9014
West,3.912,CA-2017-145772,7/6/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,0.7824,6-3-2017,5.1834
West,3.984,CA-2016-138933,4/27/2016,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,0.7968,24-4-2016,5.3784
West,30.33,CA-2014-127558,11/18/2014,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,0,15-11-2014,33.5652
West,30.33,CA-2015-127824,10/22/2015,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,0,18-10-2015,33.5652
West,30.56,CA-2014-140403,10/10/2014,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",0,10-10-2014,38.0472
West,30.56,CA-2017-100013,11/11/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",0,11-6-2017,38.0472
West,30.576,CA-2016-134348,11/19/2016,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,3.0576,11-12-2016,27.2272
West,30.624,US-2017-142573,7/23/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,5.3592,18-7-2017,24.4992
West,30.69,CA-2016-105585,8/27/2016,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,0,26-8-2016,35.6004
West,30.72,CA-2014-108189,5/10/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,3.072,10-2-2014,27.456
West,30.816,CA-2015-119627,8/23/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,OFF-AR-10000203,Office Supplies,Art,Newell 336,2.0544,17-8-2015,31.9716
West,30.93,CA-2017-124436,3/22/2017,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",0,19-3-2017,43.6113
West,30.98,CA-2016-165330,11/12/2016,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0,12-11-2016,44.921
West,300.24,CA-2017-142328,12/14/2017,Standard Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",0,12-7-2017,325.26
West,300.904,CA-2017-127096,9/17/2017,Second Class,CS-12400,Christopher Schild,Home Office,United States,San Francisco,California,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,60.1808,15-9-2017,312.1879
West,300.904,CA-2017-162978,9/5/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,60.1808,5-4-2017,312.1879
West,3019.6,CA-2014-135608,10/12/2014,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,120.784,12-8-2014,3064.894
West,3019.6,CA-2014-163419,11/14/2014,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",120.784,11-11-2014,3095.09
West,3019.6,US-2014-133130,1/10/2014,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,120.784,27-9-2014,3064.894
West,3019.6,US-2014-157385,11/25/2014,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,23-11-2014,2951.659
West,302.232,CA-2014-137351,4/10/2014,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,8.6352,30-9-2014,315.7245
West,3023.79,CA-2017-128965,4/22/2017,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,0,17-4-2017,3070.5213
West,304.02,CA-2017-166856,9/22/2017,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,0,18-9-2017,312.1272
West,3046.82,CA-2015-142944,11/3/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,0,3-6-2015,3142.5772
West,3046.912,CA-2016-136924,7/17/2016,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,76.1728,14-7-2016,3084.9984
West,305.6,CA-2016-108630,11/18/2016,Same Day,BE-11410,Bobby Elias,Consumer,United States,Concord,California,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,12.224,18-11-2016,327.756
West,305.82,CA-2016-169887,10/22/2016,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",0,22-10-2016,336.402
West,3052.224,US-2017-112347,6/12/2017,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",101.7408,12-2-2017,3052.224
West,307,CA-2016-158694,11/13/2016,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,0,11-10-2016,335.858
West,307.08,US-2015-156867,11/17/2015,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",20.472,13-11-2015,303.2415
West,307.104,US-2017-125717,1/10/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,53.7432,28-9-2017,248.2424
West,307.136,US-2016-167339,1/23/2016,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,30.7136,21-1-2016,301.3772
West,307.72,CA-2016-101651,12/30/2016,Standard Class,SC-20305,Sean Christensen,Consumer,United States,San Jose,California,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",0,24-12-2016,326.1832
West,308.16,US-2017-100398,8/23/2017,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Salt Lake City,Utah,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",20.544,19-8-2017,345.396
West,3084.8,CA-2017-100384,1/7/2017,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,0,24-6-2017,3196.624
West,3090.72,CA-2016-161025,9/12/2016,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,0,12-3-2016,3198.8952
West,3095.28,CA-2014-135657,7/6/2014,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,0,6-3-2014,3208.7736
West,31.12,CA-2014-153969,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,0,21-9-2014,38.4332
West,31.35,CA-2016-134348,11/19/2016,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,4.389,11-12-2016,26.752
West,31.41,CA-2016-128811,9/16/2016,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,0,9-12-2016,36.2262
West,31.56,CA-2014-150490,11/8/2014,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,San Francisco,California,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,0,8-5-2014,32.1912
West,31.752,CA-2015-122287,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,3.1752,18-6-2015,28.4256
West,31.936,CA-2014-106439,4/11/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",3.1936,31-10-2014,37.3252
West,31.95,US-2016-143280,2/26/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",0,22-2-2016,36.9555
West,31.968,CA-2015-102316,3/3/2015,Second Class,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,3.1968,3-1-2015,33.1668
West,31.968,CA-2015-163440,3/24/2015,First Class,RD-19900,Ruben Dartt,Consumer,United States,Thousand Oaks,California,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,3.1968,22-3-2015,33.1668
West,31.992,CA-2017-135937,2/27/2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,6.3984,20-2-2017,36.7908
West,310.4,CA-2015-137526,1/17/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",0,13-1-2015,348.424
West,3119.8,CA-2015-139248,7/30/2015,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Los Angeles,California,TEC-PH-10004094,Technology,Phones,Motorola L703CM,124.792,25-7-2015,3158.7975
West,3119.8,CA-2016-135461,10/2/2016,Second Class,EB-13975,Erica Bern,Corporate,United States,Los Angeles,California,TEC-PH-10004094,Technology,Phones,Motorola L703CM,124.792,2-7-2016,3158.7975
West,312.552,US-2016-113985,7/12/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,20.8368,12-2-2016,346.4118
West,312.84,CA-2016-122728,5/24/2016,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,0,18-5-2016,338.91
West,312.84,CA-2017-118199,11/5/2017,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,0,5-9-2017,338.91
West,313.2,CA-2016-167507,12/28/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",21.924,22-12-2016,288.144
West,313.25,CA-2017-131303,2/12/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,San Diego,California,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,0,28-11-2017,342.6955
West,3130.12,CA-2017-164028,11/30/2017,Standard Class,JL-15835,John Lee,Consumer,United States,San Francisco,California,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,0,24-11-2017,3217.3162
West,3133.89,CA-2015-106320,9/30/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,0,25-9-2015,3374.1549
West,3135.608,CA-2014-140816,12/20/2014,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,89.5888,20-12-2014,3225.1968
West,314.24,CA-2017-143665,1/5/2017,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,OFF-LA-10002034,Office Supplies,Labels,Avery 478,0,26-4-2017,333.4872
West,315,CA-2017-131492,10/24/2017,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,OFF-LA-10001641,Office Supplies,Labels,Avery 518,0,19-10-2017,330.12
West,316,US-2016-147340,9/24/2016,Same Day,EB-13750,Edward Becker,Corporate,United States,San Francisco,California,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,0,24-9-2016,339.384
West,3167.85,US-2017-163790,4/11/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,0,11-2-2017,3190.4775
West,317.44,CA-2015-105844,10/27/2015,Second Class,JF-15415,Jennifer Ferguson,Consumer,United States,Sparks,Nevada,OFF-AR-10001955,Office Supplies,Art,Newell 319,0,25-10-2015,341.248
West,317.52,CA-2015-109736,11/10/2015,First Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,0,10-10-2015,339.2928
West,317.52,CA-2016-131289,12/14/2016,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,0,12-8-2016,339.2928
West,317.52,CA-2016-148852,5/31/2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,0,26-5-2016,339.2928
West,317.52,CA-2017-106859,3/18/2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,0,13-3-2017,339.2928
West,317.52,CA-2017-118542,5/12/2017,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,0,12-1-2017,339.2928
West,317.52,US-2016-116729,12/28/2016,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,0,25-12-2016,339.2928
West,318.168,CA-2016-126809,4/13/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.0704,4-9-2016,330.9831
West,318.72,CA-2014-158372,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,0,11-10-2014,337.0464
West,3184.02,CA-2015-153416,11/29/2015,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,0,24-11-2015,3238.6032
West,319.04,CA-2015-135545,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,0,24-11-2015,341.3728
West,319.68,CA-2015-135272,12/12/2015,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Los Angeles,California,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,0,12-7-2015,348.4512
West,319.68,CA-2016-116547,1/17/2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,0,1-10-2016,354.0456
West,319.872,CA-2014-119144,11/18/2014,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,15.9936,16-11-2014,301.8792
West,319.96,CA-2014-112291,8/4/2014,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,0,4-3-2014,377.5528
West,319.96,CA-2015-149083,9/30/2015,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,0,25-9-2015,377.5528
West,319.96,CA-2017-123029,2/10/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,0,30-9-2017,367.954
West,319.968,US-2016-151862,8/3/2016,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,31.9968,3-1-2016,333.9666
West,3196.224,CA-2016-150350,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,106.5408,23-8-2016,3156.2712
West,3199.84,CA-2017-104801,2/19/2017,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,0,13-2-2017,3543.8228
West,32.192,US-2017-142573,7/23/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,3.2192,18-7-2017,37.4232
West,32.328,CA-2016-150658,11/22/2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Carlsbad,New Mexico,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.1552,17-11-2016,35.6955
