Category,Total_Sales,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Sub-Category,Product Name,Total_Discount,Dates,Total_profit
Office Supplies,271.44,CA-2017-108854,12/14/2017,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,West,OFF-BI-10001670,Binders,Vinyl Sectional Post Binders,18.096,12-8-2017,305.37
Office Supplies,271.44,CA-2017-145219,12/25/2017,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,West,OFF-BI-10001670,Binders,Vinyl Sectional Post Binders,18.096,24-12-2017,305.37
Office Supplies,272.048,US-2017-158946,11/23/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,East,OFF-AR-10001860,Art,BIC Liqua Brite Liner,7.7728,18-11-2017,279.8208
Office Supplies,272.5,CA-2016-163986,10/9/2016,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,Central,OFF-ST-10000918,Storage,Crate-A-Files,0,9-3-2016,286.67
Office Supplies,273.6,CA-2017-148474,6/19/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,OFF-BI-10000977,Binders,Ibico Plastic Spiral Binding Combs,0,6-12-2017,315.552
Office Supplies,273.792,US-2017-120418,12/6/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,West,OFF-ST-10002370,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",13.6896,6-11-2017,281.4924
Office Supplies,273.92,CA-2016-103709,9/15/2016,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,West,OFF-PA-10004610,Paper,Xerox 1900,0,9-8-2016,289.328
Office Supplies,273.92,CA-2017-124261,11/19/2017,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Los Angeles,California,West,OFF-AR-10003504,Art,Newell 347,0,14-11-2017,283.8496
Office Supplies,274.4,CA-2016-164511,11/24/2016,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Storage,Advantus Rolling Storage Box,0,19-11-2016,292.922
Office Supplies,274.5,CA-2016-109666,4/26/2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,East,OFF-SU-10001218,Supplies,Fiskars Softgrip Scissors,0,19-4-2016,289.872
Office Supplies,274.5,CA-2016-155565,5/28/2016,Same Day,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,East,OFF-SU-10001218,Supplies,Fiskars Softgrip Scissors,0,28-5-2016,289.872
Office Supplies,274.5,CA-2016-167416,5/17/2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Seattle,Washington,West,OFF-EN-10001141,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",0,5-12-2016,301.401
Office Supplies,274.5,CA-2017-102659,12/15/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Grand Rapids,Michigan,Central,OFF-BI-10000088,Binders,GBC Imprintable Covers,0,12-9-2017,301.401
Office Supplies,274.5,CA-2017-104010,4/25/2017,First Class,TD-20995,Tamara Dahlen,Consumer,United States,New York City,New York,East,OFF-SU-10001218,Supplies,Fiskars Softgrip Scissors,0,23-4-2017,289.872
Office Supplies,274.77,CA-2017-110884,12/3/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,OFF-LA-10003510,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",0,3-7-2017,316.9014
Office Supplies,2744.91,CA-2017-149048,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,OFF-BI-10004632,Binders,Ibico Hi-Tech Manual Binding System,0,13-5-2017,3156.6465
Office Supplies,2745.09,CA-2016-153661,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-ST-10000675,Storage,"File Shuttle II and Handi-File, Black",0,30-1-2016,2821.3425
Office Supplies,2745.09,CA-2017-126242,11/24/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,West,OFF-ST-10000675,Storage,"File Shuttle II and Handi-File, Black",0,19-11-2017,2821.3425
Office Supplies,275.04,CA-2014-148761,5/21/2014,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,Central,OFF-BI-10000666,Binders,Surelock Post Binders,0,17-5-2014,320.88
Office Supplies,275.04,CA-2016-133711,11/29/2016,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,OFF-BI-10000666,Binders,Surelock Post Binders,0,26-11-2016,320.88
Office Supplies,275.24,CA-2015-121608,5/9/2015,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,East,OFF-AP-10002311,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",0,9-3-2015,335.7928
Office Supplies,275.24,US-2017-130953,3/8/2017,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,Central,OFF-AP-10002311,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",0,29-7-2017,335.7928
Office Supplies,2759.925,US-2014-169789,4/1/2015,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Phoenix,Arizona,West,OFF-BI-10004600,Binders,Ibico Ibimaster 300 Manual Binding System,386.3895,30-12-2014,2299.9375
Office Supplies,2762.8,US-2016-114013,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002574,Storage,"SAFCO Commercial Wire Shelving, Black",110.512,13-3-2016,2624.66
Office Supplies,2767.84,CA-2017-161053,9/23/2017,First Class,JE-15745,Joel Eaton,Consumer,United States,Fayetteville,Arkansas,South,OFF-BI-10004318,Binders,Ibico EB-19 Dual Function Manual Binding System,0,22-9-2017,3086.1416
Office Supplies,277.344,CA-2016-164770,4/12/2016,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,Central,OFF-PA-10003893,Paper,Xerox 1962,6.1632,12-2-2016,286.974
Office Supplies,277.344,US-2014-131870,11/9/2014,First Class,NF-18595,Nicole Fjeld,Home Office,United States,Lancaster,Ohio,East,OFF-AR-10000634,Art,Newell 320,6.1632,9-9-2014,280.0404
Office Supplies,277.344,US-2016-113649,12/8/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,South,OFF-PA-10000130,Paper,Xerox 199,6.1632,8-9-2016,286.974
Office Supplies,277.35,CA-2015-161263,4/21/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,OFF-BI-10004330,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",38.829,16-4-2015,231.125
Office Supplies,2776.05,CA-2015-138009,3/12/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central,OFF-AP-10000179,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,55.521,29-11-2015,2954.951
Office Supplies,278,US-2015-115343,9/25/2015,First Class,FO-14305,Frank Olsen,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10000898,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",11.12,22-9-2015,284.255
Office Supplies,278.32,CA-2016-101651,12/30/2016,Standard Class,SC-20305,Sean Christensen,Consumer,United States,San Jose,California,West,OFF-EN-10001990,Envelopes,Staple envelope,0,24-12-2016,297.0072
Office Supplies,278.82,CA-2015-123568,11/14/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,West,OFF-PA-10001125,Paper,Xerox 1988,0,11-8-2015,320.643
Office Supplies,278.82,CA-2016-139941,6/17/2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,East,OFF-PA-10000241,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0,6-12-2016,320.643
Office Supplies,278.82,CA-2016-145548,11/16/2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,East,OFF-AR-10003373,Art,"Boston School Pro Electric Pencil Sharpener, 1670",0,11-11-2016,303.9138
Office Supplies,278.82,CA-2017-126865,7/12/2017,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,West,OFF-PA-10003039,Paper,Xerox 1960,0,12-5-2017,320.643
Office Supplies,278.82,US-2014-164406,8/19/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,West,OFF-PA-10000167,Paper,Xerox 1925,0,15-8-2014,320.643
Office Supplies,2785.104,CA-2016-106950,6/9/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-AP-10000159,Appliances,Belkin F9M820V08 8 Outlet Surge,61.8912,9-2-2016,2819.9178
Office Supplies,2788.48,US-2017-148831,10/15/2017,First Class,AH-10210,Alan Hwang,Consumer,United States,Louisville,Kentucky,South,OFF-ST-10002974,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",0,13-10-2017,2893.048
Office Supplies,279.072,CA-2014-128986,5/8/2014,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,West,OFF-PA-10001289,Paper,White Computer Printout Paper by Universal,18.6048,8-3-2014,312.7932
Office Supplies,279.072,CA-2016-156503,10/20/2016,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,South,OFF-PA-10002319,Paper,Xerox 1944,18.6048,14-10-2016,312.7932
Office Supplies,279.153,CA-2015-108259,11/15/2015,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,South,OFF-BI-10000315,Binders,Poly Designer Cover & Back,27.9153,11-8-2015,249.9084
Office Supplies,279.6,CA-2016-124149,4/26/2016,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,OFF-ST-10000760,Storage,Eldon Fold 'N Roll Cart System,11.184,23-4-2016,285.891
Office Supplies,279.6,US-2014-150532,7/21/2014,Standard Class,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,West,OFF-ST-10000760,Storage,Eldon Fold 'N Roll Cart System,11.184,14-7-2014,285.891
Office Supplies,2793.528,CA-2017-104640,11/16/2017,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,East,OFF-BI-10003925,Binders,Fellowes PB300 Plastic Comb Binding Machine,186.2352,11-10-2017,3107.7999
Office Supplies,2793.528,US-2017-106145,9/26/2017,Same Day,RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,West,OFF-BI-10003925,Binders,Fellowes PB300 Plastic Comb Binding Machine,186.2352,26-9-2017,3107.7999
Office Supplies,28.008,US-2016-115819,4/24/2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,OFF-BI-10000591,Binders,Avery Binder Labels,1.8672,19-4-2016,31.2756
Office Supplies,28.16,CA-2016-107216,6/17/2016,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,OFF-AR-10001545,Art,Newell 326,0,14-6-2016,30.2016
Office Supplies,28.16,CA-2017-140536,5/4/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,OFF-AR-10001545,Art,Newell 326,0,4-4-2017,30.2016
Office Supplies,28.188,CA-2017-133067,10/5/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003694,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",6.5772,5-4-2017,20.6712
Office Supplies,28.26,CA-2014-166457,9/5/2014,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,South,OFF-PA-10003016,Paper,"Adams ""While You Were Out"" Message Pads",0,5-5-2014,32.499
Office Supplies,28.296,CA-2017-105445,2/25/2017,Second Class,BP-11095,Bart Pistole,Corporate,United States,Louisville,Colorado,West,OFF-FA-10001229,Fasteners,Staples,1.8864,20-2-2017,31.3614
Office Supplies,28.32,CA-2016-117282,7/18/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,OFF-BI-10004094,Binders,GBC Standard Plastic Binding Systems Combs,2.832,14-7-2016,33.453
Office Supplies,28.35,CA-2014-158771,9/5/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-LA-10001641,Labels,Avery 518,0,5-9-2014,32.886
Office Supplies,28.35,CA-2016-137127,6/22/2016,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Newark,Delaware,East,OFF-LA-10001641,Labels,Avery 518,0,16-6-2016,32.886
Office Supplies,28.35,US-2017-126053,8/12/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,East,OFF-LA-10003766,Labels,Self-Adhesive Removable Labels,0,12-5-2017,32.886
Office Supplies,28.352,CA-2016-111794,1/10/2016,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,Central,OFF-PA-10000474,Paper,Easy-staple paper,5.6704,10-1-2016,37.9208
Office Supplies,28.4,CA-2016-152163,1/7/2016,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,South,OFF-BI-10002215,Binders,"Wilson Jones Hanging View Binder, White, 1""",0,7-1-2016,34.932
Office Supplies,28.44,CA-2016-107783,7/29/2016,First Class,OT-18730,Olvera Toch,Consumer,United States,Bethlehem,Pennsylvania,East,OFF-AP-10004052,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",1.896,28-7-2016,29.151
Office Supplies,28.5,CA-2014-142769,9/13/2014,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,West,OFF-FA-10000840,Fasteners,OIC Thumb-Tacks,0,13-9-2014,31.179
Office Supplies,28.575,CA-2016-129308,7/13/2016,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.0005,7-7-2016,23.8125
Office Supplies,28.575,CA-2017-109085,2/20/2017,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,East,OFF-BI-10001525,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.0005,17-2-2017,23.8125
Office Supplies,28.575,US-2017-154851,3/4/2017,Standard Class,BP-11155,Becky Pak,Consumer,United States,Lancaster,Pennsylvania,East,OFF-BI-10001525,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.0005,30-3-2017,23.8125
Office Supplies,28.62,CA-2017-133095,4/6/2017,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,South,OFF-BI-10004141,Binders,Insertable Tab Indexes For Data Binders,0,6-4-2017,33.0084
Office Supplies,28.656,CA-2017-124828,4/7/2017,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,South,OFF-AR-10003514,Art,4009 Highlighters by Sanford,1.9104,7-3-2017,30.2082
Office Supplies,28.792,US-2017-128447,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,West,OFF-BI-10001543,Binders,GBC VeloBinder Manual Binding System,5.7584,11-10-2017,38.8692
Office Supplies,28.96,CA-2015-164084,12/9/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,East,OFF-FA-10003059,Fasteners,Assorted Color Push Pins,0,9-7-2015,31.3492
Office Supplies,280.368,US-2016-152373,11/9/2016,Standard Class,PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,Central,OFF-ST-10003479,Storage,"Eldon Base for stackable storage shelf, platinum",18.6912,9-5-2016,262.845
Office Supplies,280.48,CA-2015-122259,4/11/2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,Central,OFF-SU-10002573,Supplies,"Acme 10"" Easy Grip Assistive Scissors",0,31-10-2015,301.516
Office Supplies,280.48,CA-2017-168172,10/8/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,OFF-SU-10002573,Supplies,"Acme 10"" Easy Grip Assistive Scissors",0,8-6-2017,301.516
Office Supplies,281.472,CA-2014-105872,6/6/2014,Standard Class,JG-15160,James Galang,Consumer,United States,New York City,New York,East,OFF-BI-10003684,Binders,Wilson Jones Legal Size Ring Binders,14.0736,30-5-2014,307.86
Office Supplies,2812.968,CA-2017-137085,6/7/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,West,OFF-BI-10000632,Binders,Satellite Sectional Post Binders,62.5104,29-6-2017,2914.5474
Office Supplies,2819.04,CA-2017-111332,5/22/2017,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-ST-10003816,Storage,Fellowes High-Stak Drawer Files,0,20-5-2017,2981.1348
Office Supplies,282.25,CA-2017-147361,9/15/2017,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,South,OFF-ST-10002214,Storage,X-Rack File for Hanging Folders,0,9-9-2017,296.927
Office Supplies,282.25,US-2016-140809,3/2/2016,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,South,OFF-ST-10002214,Storage,X-Rack File for Hanging Folders,0,2-1-2016,296.927
Office Supplies,283.22,CA-2016-114482,11/25/2016,Second Class,DM-13345,Denise Monton,Corporate,United States,Des Moines,Iowa,Central,OFF-PA-10003845,Paper,Xerox 1987,0,21-11-2016,303.0454
Office Supplies,283.22,US-2016-108455,8/12/2016,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-PA-10002464,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),0,12-2-2016,303.0454
Office Supplies,283.25,CA-2014-168592,9/14/2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,West,OFF-AP-10004785,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",0,9-8-2014,307.6095
Office Supplies,283.5,CA-2016-129238,4/2/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,OFF-PA-10002764,Paper,Easy-staple paper,0,31-1-2016,311.283
Office Supplies,2831.4,US-2014-112949,6/27/2014,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Lawton,Oklahoma,Central,OFF-AP-10001005,Appliances,Honeywell Quietcare HEPA Air Cleaner,0,20-6-2014,2987.127
Office Supplies,284.22,CA-2015-109470,3/1/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10004492,Binders,Tuf-Vin Binders,0,31-12-2015,328.7478
Office Supplies,284.445,CA-2016-146010,5/23/2016,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,West,OFF-BI-10003638,Binders,GBC Durable Plastic Covers,28.4445,20-5-2016,251.937
Office Supplies,284.69,CA-2016-116596,10/31/2016,Standard Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,East,OFF-FA-10000134,Fasteners,"Advantus Push Pins, Aluminum Head",0,27-10-2016,297.2977
Office Supplies,284.984,CA-2014-159310,12/11/2014,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,Central,OFF-SU-10004115,Supplies,Acme Stainless Steel Office Snips,8.1424,11-7-2014,288.5463
Office Supplies,2840.8,CA-2016-102561,7/22/2016,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001476,Storage,Steel Personal Filing/Posting Tote,56.816,18-7-2016,2865.657
Office Supplies,285.696,CA-2017-144036,11/26/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Houston,Texas,Central,OFF-AR-10000122,Art,Newell 314,7.1424,22-11-2017,287.928
Office Supplies,2855.52,CA-2017-107132,6/30/2017,Standard Class,SC-20260,Scott Cohen,Corporate,United States,New York City,New York,East,OFF-ST-10001490,Storage,"Hot File 7-Pocket, Floor Stand",0,26-6-2017,3069.684
Office Supplies,286.16,CA-2016-161781,9/30/2016,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,Central,OFF-AR-10000255,Art,Newell 328,0,29-9-2016,296.7888
Office Supplies,286.256,CA-2015-164007,12/6/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10003849,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,114.5024,6-8-2015,'-107.346
Office Supplies,286.256,CA-2016-113978,9/29/2016,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Cleveland,Ohio,East,OFF-AP-10003849,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,57.2512,25-9-2016,304.147
Office Supplies,287.28,CA-2014-131926,6/6/2014,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,Central,OFF-PA-10004082,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",0,6-1-2014,311.22
Office Supplies,287.456,CA-2017-135650,3/27/2017,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,Central,OFF-ST-10001809,Storage,Fellowes Officeware Wire Shelving,28.7456,23-3-2017,255.1172
Office Supplies,287.68,CA-2017-121048,7/18/2017,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,West,OFF-AR-10004042,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",0,14-7-2017,308.5368
Office Supplies,287.82,CA-2014-146500,4/9/2014,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,East,OFF-ST-10000563,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,0,30-8-2014,297.414
Office Supplies,287.82,CA-2017-163510,12/28/2017,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,South,OFF-ST-10000563,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,0,25-12-2017,297.414
Office Supplies,287.82,US-2017-132444,11/21/2017,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,West,OFF-ST-10000563,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,0,18-11-2017,297.414
Office Supplies,287.856,CA-2016-133123,11/9/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,OFF-EN-10003055,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",19.1904,9-6-2016,317.841
Office Supplies,2870.64,CA-2017-144596,10/11/2017,Standard Class,CD-11980,Carol Darley,Consumer,United States,New York City,New York,East,OFF-PA-10003302,Paper,Xerox 1906,0,11-6-2017,3020.5512
Office Supplies,288.75,CA-2014-119375,11/22/2014,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,East,OFF-AR-10003752,Art,Deluxe Chalkboard Eraser Cleaner,0,17-11-2014,315.315
Office Supplies,288.75,CA-2015-153878,4/30/2015,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,Central,OFF-AR-10000658,Art,Newell 324,0,25-4-2015,304.92
Office Supplies,288.75,US-2014-138828,3/9/2014,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,East,OFF-AR-10000658,Art,Newell 324,0,9-2-2014,304.92
Office Supplies,288.896,CA-2016-160486,4/1/2017,Standard Class,EH-14185,Evan Henry,Consumer,United States,West Palm Beach,Florida,South,OFF-PA-10002421,Paper,Embossed Ink Jet Note Cards,14.4448,30-12-2016,314.1744
Office Supplies,2880.256,CA-2015-102260,9/26/2015,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,South,OFF-ST-10003716,Storage,Tennsco Double-Tier Lockers,144.0128,22-9-2015,2817.2504
Office Supplies,2880.256,CA-2017-165204,11/16/2017,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Memphis,Tennessee,South,OFF-ST-10003716,Storage,Tennsco Double-Tier Lockers,144.0128,13-11-2017,2817.2504
Office Supplies,2883.04,CA-2016-158694,11/13/2016,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-ST-10001496,Storage,Standard Rollaway File with Lock,0,11-10-2016,3070.4376
Office Supplies,289.17,CA-2016-101329,4/29/2016,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York,East,OFF-AR-10000614,Art,Barrel Sharpener,0,22-4-2016,297.5238
Office Supplies,289.296,CA-2016-167556,2/4/2016,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,OFF-BI-10000320,Binders,GBC Plastic Binding Combs,8.2656,29-3-2016,304.2774
Office Supplies,289.5,CA-2017-142342,7/19/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,West,OFF-EN-10002592,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",0,17-7-2017,318.45
Office Supplies,2890.576,CA-2016-162390,12/12/2016,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,OFF-BI-10001721,Binders,Trimflex Flexible Post Binders,44.4704,12-6-2016,2968.3992
Office Supplies,2896.5,CA-2016-145919,12/23/2016,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,OFF-SU-10003505,Supplies,Premier Electric Letter Opener,0,18-12-2016,2925.465
Office Supplies,29,CA-2017-105669,9/22/2017,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,Central,OFF-BI-10002412,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,4.64,17-9-2017,18.85
Office Supplies,29.106,CA-2016-106306,8/3/2016,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,West,OFF-BI-10003676,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",6.7914,3-8-2016,21.9912
Office Supplies,29.106,CA-2016-159023,5/11/2016,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,West,OFF-BI-10002813,Binders,Avery Reinforcements for Hole-Punch Pages,2.9106,11-3-2016,25.641
Office Supplies,29.106,CA-2017-158120,11/21/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,West,OFF-BI-10002813,Binders,Avery Reinforcements for Hole-Punch Pages,2.9106,17-11-2017,25.641
Office Supplies,29.12,CA-2014-115812,6/14/2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,West,OFF-AR-10002833,Art,Newell 322,0,6-9-2014,31.0856
Office Supplies,29.12,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,OFF-PA-10000587,Paper,"Array Parchment Paper, Assorted Colors",0,17-6-2016,36.1088
Office Supplies,29.152,CA-2014-141355,9/30/2014,Standard Class,BF-11005,Barry Franz,Home Office,United States,Aurora,Colorado,West,OFF-AR-10003179,Art,Dixon Ticonderoga Core-Lock Colored Pencils,2.9152,25-9-2014,31.5206
Office Supplies,29.152,US-2015-106873,9/29/2015,Second Class,KM-16720,Kunst Miller,Consumer,United States,Avondale,Arizona,West,OFF-AR-10003179,Art,Dixon Ticonderoga Core-Lock Colored Pencils,2.9152,24-9-2015,31.5206
Office Supplies,29.16,CA-2017-144064,1/9/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,Central,OFF-BI-10002012,Binders,Wilson Jones Easy Flow II Sheet Lifters,2.592,29-8-2017,23.976
